Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?,date
2444,Chandpur,1988,9,34.4,25.8,106.0,82.0,0.7,4.4,4.4,41941,568556.9,571945.8,23.26,90.67,7,1988.09,0,1988-09-01
2445,Chandpur,1988,10,33.7,24.2,123.0,79.0,0.7,2.6,6.4,41941,568556.9,571945.8,23.26,90.67,7,1988.10,0,1988-10-01
2446,Chandpur,1988,11,32.2,20.4,74.0,79.0,0.7,2.2,7.0,41941,568556.9,571945.8,23.26,90.67,7,1988.11,0,1988-11-01
2447,Chandpur,1988,12,28.3,16.3,0.0,80.0,0.4,0.6,6.0,41941,568556.9,571945.8,23.26,90.67,7,1988.12,0,1988-12-01
2448,Chandpur,1989,1,27.0,11.8,0.0,73.0,0.4,0.2,6.6,41941,568556.9,571945.8,23.26,90.67,7,1989.01,0,1989-01-01
2449,Chandpur,1989,2,30.8,15.8,0.0,70.0,0.7,0.6,7.1,41941,568556.9,571945.8,23.26,90.67,7,1989.02,0,1989-02-01
2450,Chandpur,1989,3,35.3,20.1,4.0,70.0,0.6,1.3,6.1,41941,568556.9,571945.8,23.26,90.67,7,1989.03,0,1989-03-01
2451,Chandpur,1989,4,34.8,24.9,50.0,75.0,1.7,2.3,6.7,41941,568556.9,571945.8,23.26,90.67,7,1989.04,0,1989-04-01
2452,Chandpur,1989,5,35.4,25.9,83.0,80.0,1.3,3.0,6.0,41941,568556.9,571945.8,23.26,90.67,7,1989.05,0,1989-05-01
2453,Chandpur,1989,6,35.2,25.5,364.0,83.0,1.1,4.7,3.6,41941,568556.9,571945.8,23.26,90.67,7,1989.06,1,1989-06-01
2454,Chandpur,1989,7,33.8,26.0,282.0,84.0,1.2,5.4,3.9,41941,568556.9,571945.8,23.26,90.67,7,1989.07,0,1989-07-01
2455,Chandpur,1989,8,33.6,26.1,203.0,82.0,1.0,5.1,5.0,41941,568556.9,571945.8,23.26,90.67,7,1989.08,0,1989-08-01
2456,Chandpur,1989,9,33.6,25.8,221.0,85.0,0.8,5.2,2.9,41941,568556.9,571945.8,23.26,90.67,7,1989.09,0,1989-09-01
2457,Chandpur,1989,10,31.9,23.9,0.0,84.0,0.6,4.0,4.0,41941,568556.9,571945.8,23.26,90.67,7,1989.10,0,1989-10-01
2458,Chandpur,1989,11,32.3,18.7,0.0,77.0,0.3,0.8,7.4,41941,568556.9,571945.8,23.26,90.67,7,1989.11,0,1989-11-01
2459,Chandpur,1989,12,28.9,13.7,3.0,78.0,0.5,0.7,6.9,41941,568556.9,571945.8,23.26,90.67,7,1989.12,0,1989-12-01
2460,Chandpur,1990,1,28.7,14.2,0.0,82.0,0.4,0.7,6.1,41941,568556.9,571945.8,23.26,90.67,7,1990.01,0,1990-01-01
2461,Chandpur,1990,2,30.6,17.3,36.0,78.0,0.4,2.3,6.0,41941,568556.9,571945.8,23.26,90.67,7,1990.02,0,1990-02-01
2462,Chandpur,1990,3,34.1,19.1,111.0,79.0,0.7,3.4,4.9,41941,568556.9,571945.8,23.26,90.67,7,1990.03,0,1990-03-01
2463,Chandpur,1990,4,34.6,22.6,163.0,78.0,1.3,3.4,6.2,41941,568556.9,571945.8,23.26,90.67,7,1990.04,0,1990-04-01
2464,Chandpur,1990,5,34.8,25.0,189.0,79.0,0.8,4.2,5.9,41941,568556.9,571945.8,23.26,90.67,7,1990.05,0,1990-05-01
2465,Chandpur,1990,6,34.6,26.1,311.0,84.0,0.9,5.3,3.2,41941,568556.9,571945.8,23.26,90.67,7,1990.06,1,1990-06-01
2466,Chandpur,1990,7,33.5,25.7,421.0,86.0,0.8,5.9,2.6,41941,568556.9,571945.8,23.26,90.67,7,1990.07,1,1990-07-01
2467,Chandpur,1990,8,34.3,26.3,177.0,82.0,0.7,5.0,4.9,41941,568556.9,571945.8,23.26,90.67,7,1990.08,0,1990-08-01
2468,Chandpur,1990,9,34.5,26.1,208.0,84.0,0.7,4.8,4.0,41941,568556.9,571945.8,23.26,90.67,7,1990.09,0,1990-09-01
2469,Chandpur,1990,10,32.9,23.3,263.0,81.0,0.5,3.3,5.2,41941,568556.9,571945.8,23.26,90.67,7,1990.10,0,1990-10-01
2470,Chandpur,1990,11,32.1,21.5,55.0,79.0,0.3,2.3,6.1,41941,568556.9,571945.8,23.26,90.67,7,1990.11,0,1990-11-01
2471,Chandpur,1990,12,28.1,15.6,22.0,79.0,0.3,1.3,6.1,41941,568556.9,571945.8,23.26,90.67,7,1990.12,0,1990-12-01
2472,Chandpur,1991,1,27.8,13.3,7.0,77.0,0.3,1.6,5.3,41941,568556.9,571945.8,23.26,90.67,7,1991.01,0,1991-01-01
2473,Chandpur,1991,2,32.5,16.9,23.0,75.0,0.4,0.8,7.1,41941,568556.9,571945.8,23.26,90.67,7,1991.02,0,1991-02-01
2474,Chandpur,1991,3,35.5,21.6,109.0,73.0,0.5,1.4,6.5,41941,568556.9,571945.8,23.26,90.67,7,1991.03,0,1991-03-01
2475,Chandpur,1991,4,35.4,24.3,150.0,78.0,1.0,2.9,5.9,41941,568556.9,571945.8,23.26,90.67,7,1991.04,0,1991-04-01
2476,Chandpur,1991,5,33.5,24.0,376.0,84.0,1.6,5.2,4.0,41941,568556.9,571945.8,23.26,90.67,7,1991.05,1,1991-05-01
2477,Chandpur,1991,6,33.8,25.9,419.0,86.0,0.9,5.5,2.3,41941,568556.9,571945.8,23.26,90.67,7,1991.06,1,1991-06-01
2478,Chandpur,1991,7,33.8,26.5,252.0,84.0,1.0,5.5,3.3,41941,568556.9,571945.8,23.26,90.67,7,1991.07,0,1991-07-01
2479,Chandpur,1991,8,34.4,26.0,320.0,86.0,0.9,5.4,3.8,41941,568556.9,571945.8,23.26,90.67,7,1991.08,0,1991-08-01
2480,Chandpur,1991,9,33.6,25.7,387.0,87.0,0.4,5.1,2.9,41941,568556.9,571945.8,23.26,90.67,7,1991.09,1,1991-09-01
2481,Chandpur,1991,10,33.8,24.5,284.0,85.0,0.5,3.9,4.7,41941,568556.9,571945.8,23.26,90.67,7,1991.10,0,1991-10-01
2482,Chandpur,1991,11,31.1,18.7,6.0,79.0,0.3,1.7,6.1,41941,568556.9,571945.8,23.26,90.67,7,1991.11,0,1991-11-01
2483,Chandpur,1991,12,29.1,14.5,13.0,78.0,0.4,1.3,5.4,41941,568556.9,571945.8,23.26,90.67,7,1991.12,0,1991-12-01
2484,Chandpur,1992,1,27.6,13.2,0.0,80.0,0.4,0.3,5.9,41941,568556.9,571945.8,23.26,90.67,7,1992.01,0,1992-01-01
2485,Chandpur,1992,2,29.1,15.5,96.0,78.0,0.8,2.2,5.5,41941,568556.9,571945.8,23.26,90.67,7,1992.02,0,1992-02-01
2486,Chandpur,1992,3,36.1,22.1,0.0,72.0,1.6,1.8,6.2,41941,568556.9,571945.8,23.26,90.67,7,1992.03,0,1992-03-01
2487,Chandpur,1992,4,35.8,24.7,20.0,74.0,1.9,2.3,7.4,41941,568556.9,571945.8,23.26,90.67,7,1992.04,0,1992-04-01
2488,Chandpur,1992,5,34.9,24.2,147.0,78.0,1.5,4.0,6.3,41941,568556.9,571945.8,23.26,90.67,7,1992.05,0,1992-05-01
2489,Chandpur,1992,6,35.2,26.1,178.0,80.0,1.0,4.7,3.7,41941,568556.9,571945.8,23.26,90.67,7,1992.06,0,1992-06-01
2490,Chandpur,1992,7,34.5,25.8,338.0,86.0,1.4,6.0,2.9,41941,568556.9,571945.8,23.26,90.67,7,1992.07,1,1992-07-01
2491,Chandpur,1992,8,34.1,25.8,335.0,85.0,1.0,5.7,3.3,41941,568556.9,571945.8,23.26,90.67,7,1992.08,1,1992-08-01
2492,Chandpur,1992,9,33.8,25.8,150.0,84.0,1.0,4.7,4.3,41941,568556.9,571945.8,23.26,90.67,7,1992.09,0,1992-09-01
2493,Chandpur,1992,10,33.7,24.5,81.0,81.0,0.5,2.8,6.5,41941,568556.9,571945.8,23.26,90.67,7,1992.10,0,1992-10-01
2494,Chandpur,1992,11,32.6,20.0,1.0,77.0,0.3,2.6,6.0,41941,568556.9,571945.8,23.26,90.67,7,1992.11,0,1992-11-01
2495,Chandpur,1992,12,26.8,14.4,0.0,78.0,0.4,0.3,6.5,41941,568556.9,571945.8,23.26,90.67,7,1992.12,0,1992-12-01
2496,Chandpur,1993,1,28.6,13.3,0.0,78.0,0.5,0.5,5.7,41941,568556.9,571945.8,23.26,90.67,7,1993.01,0,1993-01-01
2497,Chandpur,1993,2,31.6,17.1,108.0,76.0,1.0,1.5,7.0,41941,568556.9,571945.8,23.26,90.67,7,1993.02,0,1993-02-01
2498,Chandpur,1993,3,33.4,19.4,142.0,72.0,0.9,1.9,6.5,41941,568556.9,571945.8,23.26,90.67,7,1993.03,0,1993-03-01
2499,Chandpur,1993,4,35.7,23.1,110.0,76.0,1.2,3.2,6.9,41941,568556.9,571945.8,23.26,90.67,7,1993.04,0,1993-04-01
2500,Chandpur,1993,5,34.8,23.9,317.0,81.0,1.3,4.6,5.6,41941,568556.9,571945.8,23.26,90.67,7,1993.05,1,1993-05-01
2501,Chandpur,1993,6,34.6,26.0,299.0,83.0,1.8,5.7,3.5,41941,568556.9,571945.8,23.26,90.67,7,1993.06,0,1993-06-01
2502,Chandpur,1993,7,33.8,25.9,414.0,85.0,1.2,5.6,2.4,41941,568556.9,571945.8,23.26,90.67,7,1993.07,1,1993-07-01
2503,Chandpur,1993,8,33.1,26.2,448.0,85.0,1.1,5.9,2.9,41941,568556.9,571945.8,23.26,90.67,7,1993.08,1,1993-08-01
2504,Chandpur,1993,9,34.1,25.5,258.0,84.0,0.8,5.4,3.9,41941,568556.9,571945.8,23.26,90.67,7,1993.09,0,1993-09-01
2505,Chandpur,1993,10,33.8,24.6,88.0,82.0,0.2,3.2,5.5,41941,568556.9,571945.8,23.26,90.67,7,1993.10,0,1993-10-01
2506,Chandpur,1993,11,30.8,20.5,7.0,78.0,0.1,0.9,6.8,41941,568556.9,571945.8,23.26,90.67,7,1993.11,0,1993-11-01
2507,Chandpur,1993,12,28.6,16.1,0.0,76.0,0.1,0.9,6.7,41941,568556.9,571945.8,23.26,90.67,7,1993.12,0,1993-12-01
2508,Chandpur,1994,1,29.0,14.7,8.0,71.0,0.2,0.6,6.4,41941,568556.9,571945.8,23.26,90.67,7,1994.01,0,1994-01-01
2509,Chandpur,1994,2,30.2,15.2,9.0,69.0,0.1,1.1,7.0,41941,568556.9,571945.8,23.26,90.67,7,1994.02,0,1994-02-01
2510,Chandpur,1994,3,33.8,21.9,85.0,71.0,0.8,2.4,6.6,41941,568556.9,571945.8,23.26,90.67,7,1994.03,0,1994-03-01
2511,Chandpur,1994,4,36.5,23.4,310.0,75.0,0.4,2.8,7.2,41941,568556.9,571945.8,23.26,90.67,7,1994.04,1,1994-04-01
2512,Chandpur,1994,5,35.6,25.2,178.0,78.0,0.6,3.6,3.7,41941,568556.9,571945.8,23.26,90.67,7,1994.05,0,1994-05-01
2513,Chandpur,1994,6,35.1,25.9,287.0,84.0,0.7,5.0,3.4,41941,568556.9,571945.8,23.26,90.67,7,1994.06,0,1994-06-01
2514,Chandpur,1994,7,34.0,25.8,169.0,82.0,1.0,5.2,3.5,41941,568556.9,571945.8,23.26,90.67,7,1994.07,0,1994-07-01
2515,Chandpur,1994,8,33.5,25.8,383.0,83.0,1.0,5.5,3.7,41941,568556.9,571945.8,23.26,90.67,7,1994.08,1,1994-08-01
2516,Chandpur,1994,9,34.1,25.7,98.0,80.0,0.6,3.7,5.4,41941,568556.9,571945.8,23.26,90.67,7,1994.09,0,1994-09-01
2517,Chandpur,1994,10,33.6,24.0,44.0,77.0,0.2,2.3,5.7,41941,568556.9,571945.8,23.26,90.67,7,1994.10,0,1994-10-01
2518,Chandpur,1994,11,32.7,20.1,1.0,74.0,0.2,2.2,6.1,41941,568556.9,571945.8,23.26,90.67,7,1994.11,0,1994-11-01
2519,Chandpur,1994,12,29.6,14.7,0.0,68.0,0.1,0.4,5.6,41941,568556.9,571945.8,23.26,90.67,7,1994.12,0,1994-12-01
2520,Chandpur,1995,1,27.6,12.8,0.0,70.0,0.4,1.3,5.9,41941,568556.9,571945.8,23.26,90.67,7,1995.01,0,1995-01-01
2521,Chandpur,1995,2,31.0,16.0,25.0,71.0,0.1,1.9,5.6,41941,568556.9,571945.8,23.26,90.67,7,1995.02,0,1995-02-01
2522,Chandpur,1995,3,36.7,19.6,1.0,65.0,0.3,1.1,7.4,41941,568556.9,571945.8,23.26,90.67,7,1995.03,0,1995-03-01
2523,Chandpur,1995,4,35.8,24.0,51.0,73.0,0.6,2.7,7.0,41941,568556.9,571945.8,23.26,90.67,7,1995.04,0,1995-04-01
2524,Chandpur,1995,5,35.8,25.9,177.0,79.0,1.0,4.0,4.8,41941,568556.9,571945.8,23.26,90.67,7,1995.05,0,1995-05-01
2525,Chandpur,1995,6,34.7,26.1,358.0,83.0,0.8,5.2,3.5,41941,568556.9,571945.8,23.26,90.67,7,1995.06,1,1995-06-01
2526,Chandpur,1995,7,33.1,25.7,403.0,84.0,1.0,6.2,3.5,41941,568556.9,571945.8,23.26,90.67,7,1995.07,1,1995-07-01
2527,Chandpur,1995,8,34.6,26.1,484.0,83.0,0.8,5.6,4.1,41941,568556.9,571945.8,23.26,90.67,7,1995.08,1,1995-08-01
2528,Chandpur,1995,9,34.2,26.0,239.0,83.0,0.8,5.2,3.6,41941,568556.9,571945.8,23.26,90.67,7,1995.09,0,1995-09-01
2529,Chandpur,1995,10,34.0,25.2,77.0,79.0,0.5,2.8,5.8,41941,568556.9,571945.8,23.26,90.67,7,1995.10,0,1995-10-01
2530,Chandpur,1995,11,33.0,21.0,194.0,78.0,0.5,2.8,4.9,41941,568556.9,571945.8,23.26,90.67,7,1995.11,0,1995-11-01
2531,Chandpur,1995,12,28.1,15.6,0.0,72.0,0.3,0.3,5.1,41941,568556.9,571945.8,23.26,90.67,7,1995.12,0,1995-12-01
2532,Chandpur,1996,1,28.1,14.3,4.0,77.0,0.4,0.6,6.7,41941,568556.9,571945.8,23.26,90.67,7,1996.01,0,1996-01-01
2533,Chandpur,1996,2,32.5,16.5,10.0,73.0,0.6,0.9,7.6,41941,568556.9,571945.8,23.26,90.67,7,1996.02,0,1996-02-01
2534,Chandpur,1996,3,35.2,22.5,75.0,75.0,0.9,1.9,7.3,41941,568556.9,571945.8,23.26,90.67,7,1996.03,0,1996-03-01
2535,Chandpur,1996,4,35.5,23.9,196.0,77.0,0.8,2.6,7.1,41941,568556.9,571945.8,23.26,90.67,7,1996.04,0,1996-04-01
2536,Chandpur,1996,5,36.4,25.7,96.0,79.0,1.2,3.5,6.5,41941,568556.9,571945.8,23.26,90.67,7,1996.05,0,1996-05-01
2537,Chandpur,1996,6,34.8,25.5,314.0,83.0,1.0,3.3,4.5,41941,568556.9,571945.8,23.26,90.67,7,1996.06,1,1996-06-01
2538,Chandpur,1996,7,34.0,26.2,290.0,84.0,0.7,4.1,2.5,41941,568556.9,571945.8,23.26,90.67,7,1996.07,0,1996-07-01
2539,Chandpur,1996,8,33.8,25.8,218.0,85.0,0.6,3.7,1.7,41941,568556.9,571945.8,23.26,90.67,7,1996.08,0,1996-08-01
2540,Chandpur,1996,9,35.7,26.2,249.0,83.0,0.5,3.5,5.8,41941,568556.9,571945.8,23.26,90.67,7,1996.09,0,1996-09-01
2541,Chandpur,1996,10,34.7,23.9,246.0,80.0,0.6,1.9,7.1,41941,568556.9,571945.8,23.26,90.67,7,1996.10,0,1996-10-01
2542,Chandpur,1996,11,32.8,19.8,20.0,79.0,0.4,1.2,7.5,41941,568556.9,571945.8,23.26,90.67,7,1996.11,0,1996-11-01
2543,Chandpur,1996,12,28.6,16.1,0.0,75.0,0.6,1.4,5.7,41941,568556.9,571945.8,23.26,90.67,7,1996.12,0,1996-12-01
2544,Chandpur,1997,1,27.1,13.0,2.0,74.0,0.4,1.1,6.2,41941,568556.9,571945.8,23.26,90.67,7,1997.01,0,1997-01-01
2545,Chandpur,1997,2,30.5,15.3,29.0,73.0,0.5,1.4,6.9,41941,568556.9,571945.8,23.26,90.67,7,1997.02,0,1997-02-01
2546,Chandpur,1997,3,34.0,21.4,54.0,77.0,0.6,2.2,7.1,41941,568556.9,571945.8,23.26,90.67,7,1997.03,0,1997-03-01
2547,Chandpur,1997,4,33.5,21.0,72.0,79.0,0.9,3.4,6.2,41941,568556.9,571945.8,23.26,90.67,7,1997.04,0,1997-04-01
2548,Chandpur,1997,5,35.5,24.8,133.0,78.0,1.1,4.1,6.7,41941,568556.9,571945.8,23.26,90.67,7,1997.05,0,1997-05-01
2549,Chandpur,1997,6,35.5,25.6,266.0,84.0,1.1,5.8,4.2,41941,568556.9,571945.8,23.26,90.67,7,1997.06,0,1997-06-01
2550,Chandpur,1997,7,34.1,25.9,492.0,87.0,1.1,6.1,2.6,41941,568556.9,571945.8,23.26,90.67,7,1997.07,1,1997-07-01
2551,Chandpur,1997,8,36.8,26.6,338.0,84.0,1.1,5.8,3.8,41941,568556.9,571945.8,23.26,90.67,7,1997.08,1,1997-08-01
2552,Chandpur,1997,9,33.5,25.5,421.0,86.0,0.9,5.6,3.3,41941,568556.9,571945.8,23.26,90.67,7,1997.09,1,1997-09-01
2553,Chandpur,1997,10,33.5,23.6,34.0,79.0,0.6,2.0,7.2,41941,568556.9,571945.8,23.26,90.67,7,1997.10,0,1997-10-01
2554,Chandpur,1997,11,33.1,21.1,0.0,78.0,0.4,1.8,6.2,41941,568556.9,571945.8,23.26,90.67,7,1997.11,0,1997-11-01
2555,Chandpur,1997,12,28.0,15.9,33.0,82.0,0.7,2.1,4.5,41941,568556.9,571945.8,23.26,90.67,7,1997.12,0,1997-12-01
2556,Chandpur,1998,1,26.5,13.7,23.0,82.0,0.7,2.6,3.3,41941,568556.9,571945.8,23.26,90.67,7,1998.01,0,1998-01-01
2557,Chandpur,1998,2,30.7,17.1,54.0,76.0,0.5,1.7,5.6,41941,568556.9,571945.8,23.26,90.67,7,1998.02,0,1998-02-01
2558,Chandpur,1998,3,33.6,19.4,130.0,74.0,1.1,2.3,7.5,41941,568556.9,571945.8,23.26,90.67,7,1998.03,0,1998-03-01
2559,Chandpur,1998,4,34.5,22.9,158.0,80.0,1.3,3.1,7.1,41941,568556.9,571945.8,23.26,90.67,7,1998.04,0,1998-04-01
2560,Chandpur,1998,5,36.0,25.9,237.0,82.0,0.9,4.8,4.8,41941,568556.9,571945.8,23.26,90.67,7,1998.05,0,1998-05-01
2561,Chandpur,1998,6,35.2,27.6,92.0,82.0,1.5,4.8,5.0,41941,568556.9,571945.8,23.26,90.67,7,1998.06,0,1998-06-01
2562,Chandpur,1998,7,33.5,26.1,622.0,87.0,0.9,6.5,1.8,41941,568556.9,571945.8,23.26,90.67,7,1998.07,1,1998-07-01
2563,Chandpur,1998,8,33.7,26.6,336.0,86.0,0.8,6.2,2.8,41941,568556.9,571945.8,23.26,90.67,7,1998.08,1,1998-08-01
2564,Chandpur,1998,9,35.4,26.3,186.0,84.0,0.6,5.3,3.7,41941,568556.9,571945.8,23.26,90.67,7,1998.09,0,1998-09-01
2565,Chandpur,1998,10,35.2,24.4,97.0,82.0,0.3,3.5,5.4,41941,568556.9,571945.8,23.26,90.67,7,1998.10,0,1998-10-01
2566,Chandpur,1998,11,32.6,19.9,157.0,81.0,0.8,1.9,7.0,41941,568556.9,571945.8,23.26,90.67,7,1998.11,0,1998-11-01
2567,Chandpur,1998,12,29.5,15.9,0.0,79.0,0.4,0.1,6.4,41941,568556.9,571945.8,23.26,90.67,7,1998.12,0,1998-12-01
2568,Chandpur,1999,1,29.0,14.6,0.0,76.0,0.6,0.4,6.3,41941,568556.9,571945.8,23.26,90.67,7,1999.01,0,1999-01-01
2569,Chandpur,1999,2,34.0,17.3,0.0,73.0,0.6,0.9,7.3,41941,568556.9,571945.8,23.26,90.67,7,1999.02,0,1999-02-01
2570,Chandpur,1999,3,35.7,21.9,1.0,72.0,0.7,1.2,6.7,41941,568556.9,571945.8,23.26,90.67,7,1999.03,0,1999-03-01
2571,Chandpur,1999,4,35.5,25.4,21.0,76.0,0.9,2.1,8.0,41941,568556.9,571945.8,23.26,90.67,7,1999.04,0,1999-04-01
2572,Chandpur,1999,5,35.5,25.1,357.0,83.0,1.0,4.6,4.8,41941,568556.9,571945.8,23.26,90.67,7,1999.05,0,1999-05-01
2573,Chandpur,1999,6,35.5,25.9,289.0,85.0,1.0,5.7,3.9,41941,568556.9,571945.8,23.26,90.67,7,1999.06,0,1999-06-01
2574,Chandpur,1999,7,33.9,25.7,947.0,88.0,0.6,6.2,3.1,41941,568556.9,571945.8,23.26,90.67,7,1999.07,1,1999-07-01
2575,Chandpur,1999,8,34.0,25.9,323.0,87.0,0.6,6.1,2.7,41941,568556.9,571945.8,23.26,90.67,7,1999.08,0,1999-08-01
2576,Chandpur,1999,9,33.0,25.1,394.0,87.0,0.4,5.4,3.4,41941,568556.9,571945.8,23.26,90.67,7,1999.09,1,1999-09-01
2577,Chandpur,1999,10,33.2,24.6,284.0,86.0,0.5,4.4,5.0,41941,568556.9,571945.8,23.26,90.67,7,1999.10,0,1999-10-01
2578,Chandpur,1999,11,31.6,20.4,4.0,78.0,0.3,0.8,8.2,41941,568556.9,571945.8,23.26,90.67,7,1999.11,0,1999-11-01
2579,Chandpur,1999,12,29.5,16.3,1.0,78.0,0.2,0.4,5.9,41941,568556.9,571945.8,23.26,90.67,7,1999.12,0,1999-12-01
2580,Chandpur,2000,1,29.0,14.0,25.0,78.0,0.5,0.9,6.0,41941,568556.9,571945.8,23.26,90.67,7,2000.01,0,2000-01-01
2581,Chandpur,2000,2,28.1,15.9,15.0,72.0,0.3,3.0,5.6,41941,568556.9,571945.8,23.26,90.67,7,2000.02,0,2000-02-01
2582,Chandpur,2000,3,34.1,20.5,58.0,73.0,0.4,2.2,7.0,41941,568556.9,571945.8,23.26,90.67,7,2000.03,0,2000-03-01
2583,Chandpur,2000,4,34.0,23.6,160.0,78.0,1.0,3.0,7.3,41941,568556.9,571945.8,23.26,90.67,7,2000.04,0,2000-04-01
2584,Chandpur,2000,5,36.1,24.4,470.0,81.0,0.7,4.7,4.8,41941,568556.9,571945.8,23.26,90.67,7,2000.05,1,2000-05-01
2585,Chandpur,2000,6,35.1,25.9,288.0,83.0,0.6,5.7,4.0,41941,568556.9,571945.8,23.26,90.67,7,2000.06,0,2000-06-01
2586,Chandpur,2000,7,35.1,26.3,293.0,83.0,0.7,5.7,4.0,41941,568556.9,571945.8,23.26,90.67,7,2000.07,0,2000-07-01
2587,Chandpur,2000,8,34.6,26.3,214.0,83.0,0.5,5.7,4.3,41941,568556.9,571945.8,23.26,90.67,7,2000.08,0,2000-08-01
2588,Chandpur,2000,9,34.0,25.8,73.0,83.0,0.3,5.1,4.1,41941,568556.9,571945.8,23.26,90.67,7,2000.09,0,2000-09-01
2589,Chandpur,2000,10,35.1,24.8,188.0,83.0,0.3,3.1,5.3,41941,568556.9,571945.8,23.26,90.67,7,2000.10,0,2000-10-01
2590,Chandpur,2000,11,32.0,20.2,1.0,78.0,0.1,0.5,7.7,41941,568556.9,571945.8,23.26,90.67,7,2000.11,0,2000-11-01
2591,Chandpur,2000,12,28.4,14.9,0.0,76.0,0.1,0.2,8.0,41941,568556.9,571945.8,23.26,90.67,7,2000.12,0,2000-12-01
2592,Chandpur,2001,1,27.5,12.6,0.0,73.0,0.4,0.3,7.7,41941,568556.9,571945.8,23.26,90.67,7,2001.01,0,2001-01-01
2593,Chandpur,2001,2,34.1,16.3,25.0,72.0,0.3,1.2,7.5,41941,568556.9,571945.8,23.26,90.67,7,2001.02,0,2001-02-01
2594,Chandpur,2001,3,35.0,20.3,1.0,68.0,0.2,1.2,7.5,41941,568556.9,571945.8,23.26,90.67,7,2001.03,0,2001-03-01
2595,Chandpur,2001,4,36.1,24.2,23.0,74.0,0.6,2.5,6.8,41941,568556.9,571945.8,23.26,90.67,7,2001.04,0,2001-04-01
2596,Chandpur,2001,5,34.6,24.2,448.0,81.0,0.4,4.2,4.1,41941,568556.9,571945.8,23.26,90.67,7,2001.05,1,2001-05-01
2597,Chandpur,2001,6,33.6,25.5,541.0,86.0,0.6,5.8,3.2,41941,568556.9,571945.8,23.26,90.67,7,2001.06,1,2001-06-01
2598,Chandpur,2001,7,34.0,25.8,387.0,84.0,0.7,6.1,3.5,41941,568556.9,571945.8,23.26,90.67,7,2001.07,1,2001-07-01
2599,Chandpur,2001,8,34.2,26.3,197.0,82.0,0.4,5.6,5.0,41941,568556.9,571945.8,23.26,90.67,7,2001.08,0,2001-08-01
2600,Chandpur,2001,9,34.1,25.7,321.0,85.0,0.2,4.4,4.6,41941,568556.9,571945.8,23.26,90.67,7,2001.09,0,2001-09-01
2601,Chandpur,2001,10,34.0,24.9,157.0,84.0,0.1,3.8,5.7,41941,568556.9,571945.8,23.26,90.67,7,2001.10,0,2001-10-01
2602,Chandpur,2001,11,31.4,21.2,76.0,83.0,0.1,2.3,5.9,41941,568556.9,571945.8,23.26,90.67,7,2001.11,0,2001-11-01
2603,Chandpur,2001,12,27.5,15.0,0.0,81.0,0.1,0.6,6.4,41941,568556.9,571945.8,23.26,90.67,7,2001.12,0,2001-12-01
2604,Chandpur,2002,1,28.0,14.4,14.0,78.0,0.1,1.3,6.1,41941,568556.9,571945.8,23.26,90.67,7,2002.01,0,2002-01-01
2605,Chandpur,2002,2,33.0,16.4,0.0,69.0,0.4,0.3,8.4,41941,568556.9,571945.8,23.26,90.67,7,2002.02,0,2002-02-01
2606,Chandpur,2002,3,35.5,20.0,170.0,70.0,0.3,1.6,7.5,41941,568556.9,571945.8,23.26,90.67,7,2002.03,0,2002-03-01
2607,Chandpur,2002,4,34.1,23.0,114.0,77.0,1.1,3.6,7.1,41941,568556.9,571945.8,23.26,90.67,7,2002.04,0,2002-04-01
2608,Chandpur,2002,5,35.7,24.5,376.0,80.0,1.0,4.7,5.5,41941,568556.9,571945.8,23.26,90.67,7,2002.05,1,2002-05-01
2609,Chandpur,2002,6,34.7,25.7,549.0,85.0,0.9,6.1,3.1,41941,568556.9,571945.8,23.26,90.67,7,2002.06,1,2002-06-01
2610,Chandpur,2002,7,34.2,26.0,477.0,86.0,0.7,6.8,1.6,41941,568556.9,571945.8,23.26,90.67,7,2002.07,1,2002-07-01
2611,Chandpur,2002,8,34.0,25.9,409.0,85.0,0.7,5.7,3.9,41941,568556.9,571945.8,23.26,90.67,7,2002.08,1,2002-08-01
2612,Chandpur,2002,9,35.0,25.8,258.0,83.0,0.6,4.9,4.5,41941,568556.9,571945.8,23.26,90.67,7,2002.09,0,2002-09-01
2613,Chandpur,2002,10,34.5,23.9,32.0,79.0,0.3,2.7,6.9,41941,568556.9,571945.8,23.26,90.67,7,2002.10,0,2002-10-01
2614,Chandpur,2002,11,32.0,20.1,77.0,78.0,0.3,2.6,6.3,41941,568556.9,571945.8,23.26,90.67,7,2002.11,0,2002-11-01
2615,Chandpur,2002,12,29.7,16.0,0.0,79.0,0.4,1.4,5.9,41941,568556.9,571945.8,23.26,90.67,7,2002.12,0,2002-12-01
2616,Chandpur,2003,1,26.0,12.3,0.0,80.0,0.5,0.7,4.6,41941,568556.9,571945.8,23.26,90.67,7,2003.01,0,2003-01-01
2617,Chandpur,2003,2,31.0,16.2,13.0,72.0,0.4,1.1,7.3,41941,568556.9,571945.8,23.26,90.67,7,2003.02,0,2003-02-01
2618,Chandpur,2003,3,33.5,19.5,109.0,73.0,0.5,2.0,6.7,41941,568556.9,571945.8,23.26,90.67,7,2003.03,0,2003-03-01
